event_id,ticker,t0_utc,direction,cluster_len,peak_abs_ret_3_bp,peak_z_ret_3,peak_volume_mult,peak_range_mult,peak_impact_mult,event_window_start,event_window_end,val_window_start,val_window_end,event_return,forward_return_60m,label_proxy
AAPL_20241122_143500,AAPL,2024-11-22 14:35:00+00:00,1,3,74.24766744053457,4.45312632497554,662.6477487703368,14.50822918891965,0.026299209060832895,2024-11-22 14:20:00+00:00,2024-11-22 14:35:00+00:00,2024-11-22 14:40:00+00:00,2024-11-22 15:35:00+00:00,0.0056815324394423605,-0.0019124241911658846,unclear
AAPL_20241125_143000,AAPL,2024-11-25 14:30:00+00:00,1,3,76.50084280588887,6.087920803825455,990.7036457168418,13.870082401016138,0.027754126403574404,2024-11-25 14:15:00+00:00,2024-11-25 14:30:00+00:00,2024-11-25 14:35:00+00:00,2024-11-25 15:30:00+00:00,0.003282519987269028,-0.0018939393939393367,unclear
AAPL_20241202_143000,AAPL,2024-12-02 14:30:00+00:00,1,6,89.22759085926657,4.618455692837557,712.1795496916678,39.84550824027762,0.05219962013411759,2024-12-02 14:15:00+00:00,2024-12-02 14:30:00+00:00,2024-12-02 14:35:00+00:00,2024-12-02 15:30:00+00:00,0.008922759085926213,0.005824160256552302,continuation
AAPL_20241206_144500,AAPL,2024-12-06 14:45:00+00:00,1,2,64.35643564357107,5.366574661979356,549.70505160239,14.074450048536672,0.03284669361719651,2024-12-06 14:30:00+00:00,2024-12-06 14:45:00+00:00,2024-12-06 14:50:00+00:00,2024-12-06 15:45:00+00:00,0.006435643564356441,-0.0015170519757337075,unclear
AAPL_20241217_143500,AAPL,2024-12-17 14:35:00+00:00,1,4,103.9251738748037,6.516554977602328,723.1372430471584,25.566551497218935,0.046416231017222705,2024-12-17 14:20:00+00:00,2024-12-17 14:35:00+00:00,2024-12-17 14:40:00+00:00,2024-12-17 15:35:00+00:00,0.003873337858882664,0.002983293556085842,unclear
AAPL_20241218_203500,AAPL,2024-12-18 20:35:00+00:00,-1,10,136.07376416588934,4.968703988204845,4.698373304425345,5.722963095375049,19.5157086029638,2024-12-18 20:20:00+00:00,2024-12-18 20:35:00+00:00,2024-12-18 20:40:00+00:00,2024-12-18 21:35:00+00:00,-0.005118566801295632,-0.004984123156075326,continuation
AAPL_20241224_143000,AAPL,2024-12-24 14:30:00+00:00,1,3,63.44730348959659,4.377796581501518,1394.44287604764,33.97904798217737,0.022658506724686896,2024-12-24 14:15:00+00:00,2024-12-24 14:30:00+00:00,2024-12-24 14:35:00+00:00,2024-12-24 15:30:00+00:00,0.006344730348960104,0.002062658104689641,unclear
AAPL_20241226_143000,AAPL,2024-12-26 14:30:00+00:00,1,5,67.64341085271353,4.773903471600728,562.5739514348786,18.588906026260265,0.05145841343045443,2024-12-26 14:15:00+00:00,2024-12-26 14:30:00+00:00,2024-12-26 14:35:00+00:00,2024-12-26 15:30:00+00:00,0.005734433724669863,-0.003698424317139848,reversal
AAPL_20241227_143000,AAPL,2024-12-27 14:30:00+00:00,-1,3,78.24848283802366,7.32600638766699,881.5840867992766,40.792850273306996,0.038934144326944954,2024-12-27 14:15:00+00:00,2024-12-27 14:30:00+00:00,2024-12-27 14:35:00+00:00,2024-12-27 15:30:00+00:00,-0.0053071414747436485,-0.008673474748315924,continuation
AAPL_20250102_143000,AAPL,2025-01-02 14:30:00+00:00,-1,10,152.09589091930152,5.854485749603986,588.8150669389607,18.36251135216965,0.1209934205094577,2025-01-02 14:15:00+00:00,2025-01-02 14:30:00+00:00,2025-01-02 14:35:00+00:00,2025-01-02 15:30:00+00:00,-0.011199818882538959,-0.003592741444403913,continuation
AAPL_20250107_113000,AAPL,2025-01-07 11:30:00+00:00,-1,3,89.03177939902918,4.19838470387411,30.26017601760176,40.20381729718056,2.022966000719379,2025-01-07 11:15:00+00:00,2025-01-07 11:30:00+00:00,2025-01-07 11:35:00+00:00,2025-01-07 12:30:00+00:00,-0.00870880693433651,-0.0016498247061248472,unclear
AAPL_20250110_133000,AAPL,2025-01-10 13:30:00+00:00,-1,3,78.16722797388431,4.072909119605887,36.953172205438065,37.42705429918303,0.97691864325464,2025-01-10 13:15:00+00:00,2025-01-10 13:30:00+00:00,2025-01-10 13:35:00+00:00,2025-01-10 14:30:00+00:00,-0.007756095548496211,-0.0089393372416946,continuation
AAPL_20250110_142500,AAPL,2025-01-10 14:25:00+00:00,-1,10,125.5661801711061,4.638034939438434,1874.7134502923977,25.863146812612737,0.1515091755391453,2025-01-10 14:10:00+00:00,2025-01-10 14:25:00+00:00,2025-01-10 14:30:00+00:00,2025-01-10 15:25:00+00:00,-0.005181347150259086,-0.010729166666666567,continuation
AAPL_20250115_133000,AAPL,2025-01-15 13:30:00+00:00,1,5,123.79524523452146,4.828657168495746,72.69585432003099,56.6565530796477,0.6051464853076819,2025-01-15 13:15:00+00:00,2025-01-15 13:30:00+00:00,2025-01-15 13:35:00+00:00,2025-01-15 14:30:00+00:00,0.01237952452345259,0.0019040365575018203,unclear
AAPL_20250116_142500,AAPL,2025-01-16 14:25:00+00:00,-1,19,100.74926977945653,4.568806155473345,1185.7413509060955,21.17717856329884,0.23554992852334425,2025-01-16 14:10:00+00:00,2025-01-16 14:25:00+00:00,2025-01-16 14:30:00+00:00,2025-01-16 15:25:00+00:00,-0.004780676004361384,-0.01897016686330688,continuation
AAPL_20250117_143500,AAPL,2025-01-17 14:35:00+00:00,-1,3,89.21696992896688,4.666628226066668,214.44099240053643,9.468762620048043,0.11352347837329205,2025-01-17 14:20:00+00:00,2025-01-17 14:35:00+00:00,2025-01-17 14:40:00+00:00,2025-01-17 15:35:00+00:00,-0.005272965322223988,0.005257897709989967,reversal
AAPL_20250121_142500,AAPL,2025-01-21 14:25:00+00:00,-1,6,142.13745951780598,4.3731570357505385,364.99399826754114,9.154263255072596,0.380864363609835,2025-01-21 14:10:00+00:00,2025-01-21 14:25:00+00:00,2025-01-21 14:30:00+00:00,2025-01-21 15:25:00+00:00,-0.006870567375886427,-0.010174960946217504,continuation
