event_id,ticker,t0_utc,direction,cluster_len,peak_abs_ret_3_bp,peak_z_ret_3,peak_volume_mult,peak_range_mult,peak_impact_mult,event_window_start,event_window_end,val_window_start,val_window_end,event_return,forward_return_60m,label_proxy,reject_reason,strength_score
JPM_20250423_130500,JPM,2025-04-23 13:05:00+00:00,-1,12,187.2855953372232,4.755633612075286,547.2882205513785,16.318671554841906,1.3391547269406006,2025-04-23 12:50:00+00:00,2025-04-23 13:05:00+00:00,2025-04-23 13:20:00+00:00,2025-04-23 14:15:00+00:00,-0.003595041322314,0.0147223489404055,reversal,window_gap_gt_10min,
AAPL_20240529_133000,AAPL,2024-05-29 13:30:00+00:00,1,6,79.11809694604256,4.678376859052369,592.8367075119872,15.0992563618663,0.04475256614278,2024-05-29 13:15:00+00:00,2024-05-29 13:30:00+00:00,2024-05-29 13:35:00+00:00,2024-05-29 14:30:00+00:00,0.0036866791399046,0.0070514165792234,continuation,over_cap_or_below_cutoff,0.5426827761984889
AAPL_20240530_133000,AAPL,2024-05-30 13:30:00+00:00,1,6,61.58926512213503,4.878508837697829,964.5144170497284,10.696058432255178,0.036187896069721,2024-05-30 13:15:00+00:00,2024-05-30 13:30:00+00:00,2024-05-30 13:35:00+00:00,2024-05-30 14:30:00+00:00,0.0041981528127623,-0.0014501463210702,unclear,over_cap_or_below_cutoff,0.5862765886976751
AAPL_20240603_134000,AAPL,2024-06-03 13:40:00+00:00,1,3,62.13431367472877,4.629304736420128,366.843182340768,9.955124568008076,0.0547945372352941,2024-06-03 13:25:00+00:00,2024-06-03 13:40:00+00:00,2024-06-03 13:45:00+00:00,2024-06-03 14:40:00+00:00,0.0044557276825034,0.0039201526796306,continuation,over_cap_or_below_cutoff,0.4112604942771277
AAPL_20240604_132500,AAPL,2024-06-04 13:25:00+00:00,1,2,63.59875904860868,4.470083299111389,272.6974753958066,19.65706692676229,0.1749193596507004,2024-06-04 13:10:00+00:00,2024-06-04 13:25:00+00:00,2024-06-04 13:30:00+00:00,2024-06-04 14:25:00+00:00,0.0030923053136113,-0.0030827724400143,reversal,over_cap_or_below_cutoff,0.3498474629199205
AAPL_20240607_123500,AAPL,2024-06-07 12:35:00+00:00,-1,5,67.5780242455537,5.719226177751079,51.06402512684223,16.264346619177413,0.5970466635447472,2024-06-07 12:20:00+00:00,2024-06-07 12:35:00+00:00,2024-06-07 12:40:00+00:00,2024-06-07 13:35:00+00:00,-0.003790595225899,-0.0007198683669271,unclear,low_strength_unclear,0.5847077371723179
AAPL_20240610_133500,AAPL,2024-06-10 13:35:00+00:00,-1,3,75.24439455111276,5.387171963445524,231.3459630864298,11.210938974180223,0.0999166532163942,2024-06-10 13:20:00+00:00,2024-06-10 13:35:00+00:00,2024-06-10 13:40:00+00:00,2024-06-10 14:35:00+00:00,-0.0068258226300128,-0.0014804226862014,unclear,low_strength_unclear,0.48863229554700227
AAPL_20240610_173000,AAPL,2024-06-10 17:30:00+00:00,-1,3,107.02527530369154,5.074054570158581,5.589432630827882,5.5011095242151535,1.4680417906227403,2024-06-10 17:15:00+00:00,2024-06-10 17:30:00+00:00,2024-06-10 17:35:00+00:00,2024-06-10 18:30:00+00:00,-0.0068844384355561,-0.0112268268885121,continuation,near_duplicate,0.5707321175870291
AAPL_20240610_181500,AAPL,2024-06-10 18:15:00+00:00,-1,4,154.86955617919352,4.630166127775679,6.61091683232122,10.592294314037163,2.4928914325499862,2024-06-10 18:00:00+00:00,2024-06-10 18:15:00+00:00,2024-06-10 18:20:00+00:00,2024-06-10 19:15:00+00:00,-0.0152507676560901,0.0083151439559299,reversal,over_cap_or_below_cutoff,0.6899935632808014
AAPL_20240617_140000,AAPL,2024-06-17 14:00:00+00:00,1,4,109.8103488644342,5.669036645651016,267.66290643662904,6.303859822180957,0.1034316742337929,2024-06-17 13:45:00+00:00,2024-06-17 14:00:00+00:00,2024-06-17 14:05:00+00:00,2024-06-17 15:00:00+00:00,0.0042047103994007,0.0106869090027417,continuation,over_cap_or_below_cutoff,0.6476446559780402
AAPL_20240618_133000,AAPL,2024-06-18 13:30:00+00:00,1,8,139.52111011626522,4.727479913963721,510.17805175256257,18.614049228040844,0.0811986000484569,2024-06-18 13:15:00+00:00,2024-06-18 13:30:00+00:00,2024-06-18 13:35:00+00:00,2024-06-18 14:30:00+00:00,0.0049684869117172,-0.0134982833600366,reversal,over_cap_or_below_cutoff,0.6723361519769696
AAPL_20240621_195000,AAPL,2024-06-21 19:50:00+00:00,-1,3,164.8882236492688,5.299877881034215,18.150046305688104,6.264158907963316,1.503644343728102,2024-06-21 19:35:00+00:00,2024-06-21 19:50:00+00:00,2024-06-21 19:55:00+00:00,2024-06-21 20:50:00+00:00,-0.0069876883586063,-0.0057204404021062,continuation,over_cap_or_below_cutoff,0.7068219982276085
AAPL_20240624_133500,AAPL,2024-06-24 13:35:00+00:00,-1,5,82.81170163037422,4.711305287237322,176.94797266514806,14.733969341618907,0.1554843510997099,2024-06-24 13:20:00+00:00,2024-06-24 13:35:00+00:00,2024-06-24 13:40:00+00:00,2024-06-24 14:35:00+00:00,-0.0044894172179185,0.0122455549921229,reversal,over_cap_or_below_cutoff,0.4942214897252652
AAPL_20240624_144000,AAPL,2024-06-24 14:40:00+00:00,1,6,106.99273977837542,4.231170739327335,102.96211507293354,8.387191239526373,0.1958632251974949,2024-06-24 14:25:00+00:00,2024-06-24 14:40:00+00:00,2024-06-24 14:45:00+00:00,2024-06-24 15:40:00+00:00,0.0035645080261237,0.0118712753277712,continuation,over_cap_or_below_cutoff,0.49858527900729016
AAPL_20240626_103500,AAPL,2024-06-26 10:35:00+00:00,1,3,95.4426151276566,5.855862574974702,25.723633704989947,13.779811962907395,3.606910980242974,2024-06-26 10:15:00+00:00,2024-06-26 10:35:00+00:00,2024-06-26 10:40:00+00:00,2024-06-26 11:35:00+00:00,0.0051539012168932,0.0010444855908464,unclear,over_cap_or_below_cutoff,0.6167079782732362
AAPL_20240627_132500,AAPL,2024-06-27 13:25:00+00:00,1,5,61.635514018691936,4.217787088551977,937.3594515181196,12.36633850578399,0.3182649142021062,2024-06-27 13:10:00+00:00,2024-06-27 13:25:00+00:00,2024-06-27 13:30:00+00:00,2024-06-27 14:25:00+00:00,0.0033093376000719,-0.0047479402318112,reversal,over_cap_or_below_cutoff,0.5615154648122864
AAPL_20240628_195000,AAPL,2024-06-28 19:50:00+00:00,-1,3,137.6952661317188,4.531822835104316,16.70247191110973,5.28257126609468,1.6174104174547723,2024-06-28 19:35:00+00:00,2024-06-28 19:50:00+00:00,2024-06-28 19:55:00+00:00,2024-06-28 20:50:00+00:00,-0.0047486952842163,-0.0022675736961451,unclear,low_strength_unclear,0.5940300088106124
AAPL_20240702_134000,AAPL,2024-07-02 13:40:00+00:00,1,4,83.0271824844564,5.041421660955262,339.4237006237006,9.840133180572602,0.0483143385631564,2024-07-02 13:25:00+00:00,2024-07-02 13:40:00+00:00,2024-07-02 13:45:00+00:00,2024-07-02 14:40:00+00:00,0.0066194510021757,0.0060700818541341,continuation,over_cap_or_below_cutoff,0.5382895599980109
AAPL_20240703_135500,AAPL,2024-07-03 13:55:00+00:00,1,6,64.2515379357489,4.277032823092654,227.85504825538237,13.145822547750782,0.1487010681213741,2024-07-03 13:40:00+00:00,2024-07-03 13:55:00+00:00,2024-07-03 14:00:00+00:00,2024-07-03 14:55:00+00:00,0.0031754672473234,-0.0027132133490096,unclear,low_strength_unclear,0.4229098499314224
AAPL_20240705_133500,AAPL,2024-07-05 13:35:00+00:00,1,9,78.05098127678711,4.947038499196798,355.62251805054154,9.126814400202488,0.0578168828952519,2024-07-05 13:20:00+00:00,2024-07-05 13:35:00+00:00,2024-07-05 13:40:00+00:00,2024-07-05 14:35:00+00:00,0.0031672902673218,0.0094700731488328,continuation,over_cap_or_below_cutoff,0.5230673343074379
AAPL_20240710_133000,AAPL,2024-07-10 13:30:00+00:00,1,4,69.57166535810356,4.758746679350296,1117.0403838464615,21.64317984641078,0.0318896911654665,2024-07-10 13:15:00+00:00,2024-07-10 13:30:00+00:00,2024-07-10 13:35:00+00:00,2024-07-10 14:30:00+00:00,0.0053674288706579,0.0008246885715526,unclear,over_cap_or_below_cutoff,0.5959939185272689
AAPL_20240712_132500,AAPL,2024-07-12 13:25:00+00:00,1,7,94.72437837126702,5.326367866587174,651.0107392607392,11.983061228671058,0.4293828059484503,2024-07-12 13:10:00+00:00,2024-07-12 13:25:00+00:00,2024-07-12 13:30:00+00:00,2024-07-12 14:25:00+00:00,0.0030654696737464,0.0079895219384413,continuation,over_cap_or_below_cutoff,0.6961098933198311
AAPL_20240716_133000,AAPL,2024-07-16 13:30:00+00:00,1,7,76.3489016847929,4.334742809580767,514.0881414191014,22.717831609680747,0.0827467498859145,2024-07-16 13:15:00+00:00,2024-07-16 13:30:00+00:00,2024-07-16 13:35:00+00:00,2024-07-16 14:30:00+00:00,0.0057045551298424,-0.0091432441584828,reversal,over_cap_or_below_cutoff,0.497444492420951
AAPL_20240718_133000,AAPL,2024-07-18 13:30:00+00:00,-1,8,150.01103022280526,5.081384409437449,455.0931026078479,10.079562822560376,0.0579350847239469,2024-07-18 13:15:00+00:00,2024-07-18 13:30:00+00:00,2024-07-18 13:35:00+00:00,2024-07-18 14:30:00+00:00,-0.0040697120588871,-0.0124781476987315,continuation,over_cap_or_below_cutoff,0.7137847105858031
AAPL_20240724_133000,AAPL,2024-07-24 13:30:00+00:00,-1,4,124.06499288150962,4.815301210700389,389.7911221005534,10.405121187070444,0.0339713273856789,2024-07-24 13:15:00+00:00,2024-07-24 13:30:00+00:00,2024-07-24 13:35:00+00:00,2024-07-24 14:30:00+00:00,-0.0066853857467575,-0.0113967783909901,continuation,over_cap_or_below_cutoff,0.6175348742388741
AAPL_20240725_132500,AAPL,2024-07-25 13:25:00+00:00,1,16,118.99239190943824,4.107692997707806,251.93954365208347,5.8398248145855325,0.2187521944289806,2024-07-25 13:10:00+00:00,2024-07-25 13:25:00+00:00,2024-07-25 13:30:00+00:00,2024-07-25 14:25:00+00:00,0.0035300050428643,-0.0141160347190497,reversal,over_cap_or_below_cutoff,0.5443906567111328
AAPL_20240726_132500,AAPL,2024-07-26 13:25:00+00:00,-1,4,104.53603499884557,4.418384245649605,631.8482127135059,19.508916494995805,0.3976912306179946,2024-07-26 13:10:00+00:00,2024-07-26 13:25:00+00:00,2024-07-26 13:30:00+00:00,2024-07-26 14:25:00+00:00,-0.0033734500364697,-0.0055804592443509,continuation,over_cap_or_below_cutoff,0.6310776905255657
AAPL_20240801_201000,AAPL,2024-08-01 20:10:00+00:00,-1,27,272.8127939793068,4.561131215034104,3.081149910571709,17.03669175101792,27.165599918236108,2024-08-01 19:55:00+00:00,2024-08-01 20:10:00+00:00,2024-08-01 20:15:00+00:00,2024-08-01 21:10:00+00:00,-0.0043980208905992,-0.0072243695932265,continuation,over_cap_or_below_cutoff,0.6920717820070621
AAPL_20240806_123000,AAPL,2024-08-06 12:30:00+00:00,-1,16,180.50183477140047,4.482736049714508,296.84441863581543,6.049992284842356,0.6798390651957207,2024-08-06 12:15:00+00:00,2024-08-06 12:30:00+00:00,2024-08-06 12:35:00+00:00,2024-08-06 13:30:00+00:00,-0.0042922594646731,-0.0054732151506344,continuation,over_cap_or_below_cutoff,0.7341756632316092
AAPL_20240807_132500,AAPL,2024-08-07 13:25:00+00:00,-1,12,215.5221572512445,4.874457570494669,387.2859970737585,12.652696243444847,0.2975657391609254,2024-08-07 13:10:00+00:00,2024-08-07 13:25:00+00:00,2024-08-07 13:30:00+00:00,2024-08-07 14:25:00+00:00,-0.0038031966108221,0.0230512733774705,reversal,over_cap_or_below_cutoff,0.7334589468472574
AAPL_20240809_095500,AAPL,2024-08-09 09:55:00+00:00,-1,3,73.11320754716854,4.09880470615468,7.75207628422024,4.738469899534321,1.1866527315371271,2024-08-09 09:35:00+00:00,2024-08-09 09:55:00+00:00,2024-08-09 10:00:00+00:00,2024-08-09 10:55:00+00:00,-0.0057100065524665,-0.0006590096027112,unclear,low_strength_unclear,0.4099527269374904
AAPL_20240809_132500,AAPL,2024-08-09 13:25:00+00:00,1,3,93.6613055818336,4.458602330814265,270.92686868686866,5.364383737433014,0.8320056781048937,2024-08-09 13:10:00+00:00,2024-08-09 13:25:00+00:00,2024-08-09 13:30:00+00:00,2024-08-09 14:25:00+00:00,0.0030244317376304,0.0115429917550058,continuation,over_cap_or_below_cutoff,0.5345051131520084
AAPL_20240813_132500,AAPL,2024-08-13 13:25:00+00:00,1,7,109.83981693364564,4.806025145016261,1488.2070301688348,18.154974487797507,0.2916365900522941,2024-08-13 13:10:00+00:00,2024-08-13 13:25:00+00:00,2024-08-13 13:30:00+00:00,2024-08-13 14:25:00+00:00,0.003619702176403,0.0089481373265156,continuation,over_cap_or_below_cutoff,0.7250513473244844
AAPL_20240819_133000,AAPL,2024-08-19 13:30:00+00:00,-1,2,60.95390638903631,4.762157642289888,622.0655120481928,11.24299773941802,0.0292383284420793,2024-08-19 13:15:00+00:00,2024-08-19 13:30:00+00:00,2024-08-19 13:35:00+00:00,2024-08-19 14:30:00+00:00,-0.0060584619466678,-0.0043157145399537,continuation,over_cap_or_below_cutoff,0.4124779876774308
AAPL_20240820_133000,AAPL,2024-08-20 13:30:00+00:00,1,2,67.41463414633664,6.16596196645249,861.0284175889919,21.61419809916113,0.0200858450958345,2024-08-20 13:15:00+00:00,2024-08-20 13:30:00+00:00,2024-08-20 13:35:00+00:00,2024-08-20 14:30:00+00:00,0.0036604492490364,-0.0006453714682246,unclear,over_cap_or_below_cutoff,0.5864215837025608
AAPL_20240823_143500,AAPL,2024-08-23 14:35:00+00:00,-1,5,72.53106894874239,4.123562339986739,320.06055960137985,23.219650728317458,0.0994024769960022,2024-08-23 14:20:00+00:00,2024-08-23 14:35:00+00:00,2024-08-23 14:40:00+00:00,2024-08-23 15:35:00+00:00,-0.0036611566624281,-0.0041586903425969,continuation,over_cap_or_below_cutoff,0.4379487260493184
AAPL_20240826_140500,AAPL,2024-08-26 14:05:00+00:00,-1,4,82.74021352313588,5.380112057287573,318.8990775908844,18.447907812494066,0.0667531801719981,2024-08-26 13:50:00+00:00,2024-08-26 14:05:00+00:00,2024-08-26 14:10:00+00:00,2024-08-26 15:05:00+00:00,-0.0040636042402827,-0.0028827390455915,unclear,low_strength_unclear,0.5660347250191204
AAPL_20240827_133500,AAPL,2024-08-27 13:35:00+00:00,-1,6,66.88294373834003,4.46890837648253,405.65938144329897,8.033774633976943,0.0299785989673071,2024-08-27 13:20:00+00:00,2024-08-27 13:35:00+00:00,2024-08-27 13:40:00+00:00,2024-08-27 14:35:00+00:00,-0.0049430037791116,0.0132432672651319,reversal,over_cap_or_below_cutoff,0.4615071443248182
AAPL_20240903_133000,AAPL,2024-09-03 13:30:00+00:00,-1,5,113.46796133683944,5.4519836359733365,796.3692140134326,17.48511184286947,0.0349364500818185,2024-09-03 13:15:00+00:00,2024-09-03 13:30:00+00:00,2024-09-03 13:35:00+00:00,2024-09-03 14:30:00+00:00,-0.0056930151083861,-0.009623430962343,continuation,over_cap_or_below_cutoff,0.7223184701797674
AAPL_20240905_133000,AAPL,2024-09-05 13:30:00+00:00,1,5,115.65068135722888,4.423441054216548,834.4726901480348,9.873943150220711,0.0321902378249532,2024-09-05 13:15:00+00:00,2024-09-05 13:30:00+00:00,2024-09-05 13:35:00+00:00,2024-09-05 14:30:00+00:00,0.0100836536287587,0.0073860685826843,continuation,over_cap_or_below_cutoff,0.6437849578813644
